Port,Country,Region,Year,Throughput_TEU,Cargo_Tons,Vessel_Arrivals,Imports_TEU,Exports_TEU,Growth_Rate_%
Hamburg,Germany,Europe,2015,38603526,393364199,18354,20273245,18330280,5.61
Shanghai,China,Asia,2000,34908367,583111624,27431,16328810,18579556,10.69
Hamburg,Germany,Europe,2000,37539295,693707324,34303,21726295,15812999,-3.37
Dubai,UAE,Middle East,2024,47067985,622822483,38831,28054013,19013971,10.49
Busan,South Korea,Asia,2017,22068565,364276997,11028,13040587,9027977,1.12
Rotterdam,Netherlands,Europe,2019,40009618,814540855,40748,21764934,18244683,5.2
Hamburg,Germany,Europe,2024,51551375,682392509,22886,20929966,30621408,0.17
Dubai,UAE,Middle East,2005,35086373,724480866,16616,18331744,16754628,-4.92
Qingdao,China,Asia,2013,24286055,503751753,13045,13258477,11027577,3.96
Singapore,Singapore,Asia,2005,26993798,541638372,43046,14125531,12868266,9.4
Dubai,UAE,Middle East,2001,42630228,1034301122,13449,19397678,23232549,1.82
Shenzhen,China,Asia,2007,6909052,72803125,14216,2794130,4114921,5.54
Shanghai,China,Asia,2015,13457736,198883454,29319,5434143,8023592,10.04
Los Angeles,USA,North America,2024,53798107,848220670,21419,28966905,24831201,8.92
Los Angeles,USA,North America,2005,53673945,958938679,36091,32146522,21527422,-1.9
Los Angeles,USA,North America,2010,53214726,868599431,21195,26975662,26239063,-3.74
Rotterdam,Netherlands,Europe,2011,33387754,446467297,40818,18028844,15358909,10.5
Los Angeles,USA,North America,2010,32419901,370884155,45870,14760008,17659892,4.69
Rotterdam,Netherlands,Europe,2020,46206974,819372017,47380,25799215,20407758,8.87
Busan,South Korea,Asia,2010,11800121,181522334,36942,5595764,6204356,3.4
Shenzhen,China,Asia,2024,6109839,67839418,14582,2586024,3523814,7.21
Shanghai,China,Asia,2002,6458799,133646511,30366,3611027,2847771,3.86
Antwerp,Belgium,Europe,2014,24163517,589241938,26926,10425274,13738242,0.46
Singapore,Singapore,Asia,2005,33551375,810490236,37314,17836327,15715047,-1.19
Busan,South Korea,Asia,2016,38153204,686485755,35682,18216970,19936233,-4.11
Shanghai,China,Asia,2007,25587107,453049849,49982,13862606,11724500,-4.01
Shenzhen,China,Asia,2006,53217051,794448192,47265,31236075,21980975,4.88
Qingdao,China,Asia,2006,12094126,180640312,31682,6341692,5752433,10.27
Shenzhen,China,Asia,2004,31965531,450405059,21176,14072090,17893440,6.61
Shenzhen,China,Asia,2007,26916439,407708922,27847,11080918,15835520,-2.15
Antwerp,Belgium,Europe,2017,30576950,497510644,24978,13999887,16577062,0.88
Singapore,Singapore,Asia,2020,10774420,217964481,14608,5831476,4942943,-0.05
Hamburg,Germany,Europe,2001,26756268,311728519,43734,13849344,12906923,0.48
Hamburg,Germany,Europe,2014,54074496,730665054,46639,23235437,30839058,7.6
Singapore,Singapore,Asia,2012,7934935,101612218,25042,4042670,3892264,-4.48
Hamburg,Germany,Europe,2021,47894221,845813347,41879,22500587,25393633,4.96
Busan,South Korea,Asia,2005,49953653,520131956,46242,21885494,28068158,11.8
Busan,South Korea,Asia,2013,9681023,138729082,37773,4622465,5058557,5.03
Hamburg,Germany,Europe,2002,46360034,842549772,48257,26155841,20204192,-2.23
Shanghai,China,Asia,2009,18639180,444643919,29999,9493143,9146036,2.56
Singapore,Singapore,Asia,2009,9017176,192711941,36699,5194326,3822849,9.01
Shenzhen,China,Asia,2014,22805494,527049845,49814,12911465,9894028,9.66
Hamburg,Germany,Europe,2015,49788237,646831811,36534,19964849,29823387,-0.8
Shenzhen,China,Asia,2002,23626900,247078090,20781,9814543,13812356,2.63
Qingdao,China,Asia,2010,12548595,307478569,28693,6953258,5595336,6.82
Los Angeles,USA,North America,2013,10338118,157409024,38575,5423905,4914212,3.75
Dubai,UAE,Middle East,2016,19742512,346648365,21229,11557556,8184955,5.04
Singapore,Singapore,Asia,2018,48958608,966123514,38581,26425121,22533486,2.83
Shanghai,China,Asia,2020,43287746,469622813,31467,21615841,21671904,5.09
Antwerp,Belgium,Europe,2012,35279233,404783251,11299,18439007,16840225,4.97
Singapore,Singapore,Asia,2007,27167194,611212998,45649,11341634,15825559,7.95
Shenzhen,China,Asia,2010,52820178,840884525,40603,31121081,21699096,3.88
Shanghai,China,Asia,2023,15303684,157550490,34708,6878776,8424907,9.81
Dubai,UAE,Middle East,2012,38657682,810125739,23732,20188747,18468934,9.45
Los Angeles,USA,North America,2015,25419969,314079226,25840,10965623,14454345,9.5
Rotterdam,Netherlands,Europe,2007,43620526,942709656,20768,18098618,25521907,-2
Antwerp,Belgium,Europe,2005,32519027,631629000,15117,18679051,13839975,7.22
Los Angeles,USA,North America,2005,49983013,880046370,31342,28001362,21981650,10.55
Los Angeles,USA,North America,2017,16674003,188731498,32730,7553250,9120752,6.74
Shenzhen,China,Asia,2022,7309421,145114519,11303,3910405,3399015,8.15
Qingdao,China,Asia,2010,15058881,307522871,24426,6767604,8291276,-1.58
Dubai,UAE,Middle East,2003,26835292,668251756,35556,10873835,15961456,0.56
Shanghai,China,Asia,2012,36995781,477281220,39942,18637489,18358291,1.25
Qingdao,China,Asia,2022,15690246,182896465,45968,9413192,6277053,3.74
Dubai,UAE,Middle East,2017,14370795,192469300,36099,7737988,6632806,1.95
Hamburg,Germany,Europe,2001,40504592,447143275,26988,17572607,22931984,1.13
Antwerp,Belgium,Europe,2009,26732282,403639774,25398,11250549,15481732,1.16
Busan,South Korea,Asia,2006,32646498,549199819,39425,13486202,19160295,7.55
Singapore,Singapore,Asia,2012,28555591,367839351,23867,16172608,12382982,-3.26
Qingdao,China,Asia,2009,11166759,175391113,48041,5858769,5307989,8.99
Busan,South Korea,Asia,2021,37753367,756492356,39925,15242002,22511364,-3.07
Rotterdam,Netherlands,Europe,2016,33671297,722133059,32694,20067354,13603942,-1.33
Antwerp,Belgium,Europe,2008,20131348,469850494,21187,9201550,10929797,3
Singapore,Singapore,Asia,2022,29228941,390041456,44736,16352388,12876552,8.7
Shanghai,China,Asia,2012,46503605,992683067,22264,26598499,19905105,3.86
Shenzhen,China,Asia,2021,39032049,953499762,26588,21317329,17714719,-0.38
Antwerp,Belgium,Europe,2008,52922332,627272468,14737,26643468,26278863,-1.46
Antwerp,Belgium,Europe,2005,13534775,318599517,32872,6148908,7385866,2.23
Antwerp,Belgium,Europe,2017,10134871,166047348,27248,6060312,4074558,3.6
Shanghai,China,Asia,2000,34708483,600346007,44589,18426177,16282305,11.19
Busan,South Korea,Asia,2009,35092522,836144839,14235,19843606,15248915,10.39
Los Angeles,USA,North America,2022,39593290,961346407,45693,19049970,20543319,11.19
Shanghai,China,Asia,2022,24467305,393040835,24765,12557658,11909646,9.04
Hamburg,Germany,Europe,2001,13961603,263550917,11233,7191253,6770349,-1.46
Los Angeles,USA,North America,2019,33698116,446157087,28155,15041977,18656138,8.85
Hamburg,Germany,Europe,2013,12938553,256340991,35414,6068487,6870065,3.07
Shenzhen,China,Asia,2023,36992626,581347331,42281,20300229,16692396,-2.71
Los Angeles,USA,North America,2012,18527582,430327497,34495,8100941,10426640,-2.53
Busan,South Korea,Asia,2019,15169675,252827231,23629,8633525,6536149,11.66
Los Angeles,USA,North America,2023,22208690,489338463,42035,11902765,10305924,7.67
Los Angeles,USA,North America,2001,30147910,753215566,19565,17470886,12677023,10.83
Los Angeles,USA,North America,2008,52038148,1014473134,29369,24637380,27400767,-1.89
Hamburg,Germany,Europe,2024,48367646,1000339038,27388,28701209,19666436,4.06
Qingdao,China,Asia,2014,37247693,531899940,29789,16881271,20366421,10.28
Rotterdam,Netherlands,Europe,2007,30716609,343903588,44785,15851206,14865402,7.25
Los Angeles,USA,North America,2009,44817990,578418880,15434,22204644,22613345,-2.28
Rotterdam,Netherlands,Europe,2019,22236564,297835088,38321,9085397,13151166,-3.32
Shanghai,China,Asia,2022,52831607,1170015074,49989,26529291,26302315,0.19
Rotterdam,Netherlands,Europe,2020,22117669,395303022,48741,12645184,9472484,0.58
Shenzhen,China,Asia,2003,44154897,862720732,19426,25165386,18989510,10.57
Shanghai,China,Asia,2023,24436428,581003599,30954,13092096,11344331,-3.85
Singapore,Singapore,Asia,2008,42278528,521673972,42309,17096992,25181535,10.14
Hamburg,Germany,Europe,2002,20478076,355968055,12786,11199528,9278547,-3.25
Antwerp,Belgium,Europe,2018,24258220,390337274,23499,13229717,11028502,1.42
Qingdao,China,Asia,2001,18744660,378948899,15759,10794889,7949770,-2.44
Shenzhen,China,Asia,2004,51837768,1244658861,48409,29446898,22390869,-3.58
Busan,South Korea,Asia,2009,44259959,916406116,11828,23011448,21248510,2.31
Los Angeles,USA,North America,2022,51164175,554416188,34814,22297687,28866487,7.41
Dubai,UAE,Middle East,2019,7839844,195646023,47380,4540402,3299441,11.56
Shenzhen,China,Asia,2019,45688819,491274169,45859,23873937,21814881,3.33
Hamburg,Germany,Europe,2001,16893003,195759890,42256,9849692,7043310,4.99
Antwerp,Belgium,Europe,2010,47295228,1149308377,24823,23174424,24120803,-0.17
Dubai,UAE,Middle East,2018,10605874,226888546,34694,4463384,6142489,7.33
Antwerp,Belgium,Europe,2007,28852544,504671790,11702,11600970,17251573,7.86
Busan,South Korea,Asia,2020,13802459,168631638,47308,5691624,8110834,0.44
Busan,South Korea,Asia,2003,11728350,286011522,35993,5255908,6472441,10.1
Singapore,Singapore,Asia,2011,5152135,52387760,34324,3083026,2069108,6.57
Los Angeles,USA,North America,2005,35324282,569452504,10660,20296664,15027617,11.88
Antwerp,Belgium,Europe,2001,31271679,357841679,20770,17585055,13686623,7.82
Rotterdam,Netherlands,Europe,2001,42208602,435889294,27280,19983000,22225601,11.08
Shenzhen,China,Asia,2000,46079247,468346055,42212,25956946,20122300,-0.48
Los Angeles,USA,North America,2010,10022943,248421083,42403,5297542,4725400,9.96
Los Angeles,USA,North America,2014,32466494,757682836,45385,14374481,18092012,3.83
Los Angeles,USA,North America,2018,39283395,771783282,24928,22469166,16814228,0.6
Shanghai,China,Asia,2000,51319629,521194966,45331,27001307,24318321,-2.3
Singapore,Singapore,Asia,2007,44743923,1010286322,25014,20853296,23890626,8.36
Los Angeles,USA,North America,2018,29719433,349148688,29881,14076491,15642941,9.71
Rotterdam,Netherlands,Europe,2019,36432305,852356812,35979,21754086,14678218,-1.77
Shanghai,China,Asia,2021,23337021,527530217,46088,10117904,13219116,11.82
Busan,South Korea,Asia,2005,16695460,392165891,43741,7798610,8896849,2.74
Hamburg,Germany,Europe,2007,36976340,408764153,13443,18371229,18605110,10.64
Shenzhen,China,Asia,2007,29255060,431829740,23518,16643475,12611584,-0.13
Busan,South Korea,Asia,2018,46082523,597884637,27371,24330095,21752427,-3.39
Los Angeles,USA,North America,2009,21237870,248665421,33308,10391932,10845937,-1.31
Shenzhen,China,Asia,2001,6602595,75093382,44505,3519925,3082669,-3.26
Rotterdam,Netherlands,Europe,2010,15366048,291217234,42235,8076799,7289248,11.12
Busan,South Korea,Asia,2001,23165596,364694633,43896,12232755,10932840,6.4
Antwerp,Belgium,Europe,2000,24143919,387409087,14220,10141429,14002489,9.9
Antwerp,Belgium,Europe,2015,10501223,140516724,10121,4384841,6116381,-4.93
Los Angeles,USA,North America,2007,26901879,477690197,34651,14697216,12204662,9.68
Shanghai,China,Asia,2004,45370941,712397918,27881,22354227,23016713,5.91
Dubai,UAE,Middle East,2010,16370985,189206125,44703,9451063,6919921,2.11
Dubai,UAE,Middle East,2013,13775231,176310466,39867,7130511,6644719,3.61
Busan,South Korea,Asia,2018,40786805,626865386,12345,21291879,19494925,2.19
Busan,South Korea,Asia,2015,9987720,210661568,37503,4521618,5466101,10.39
Dubai,UAE,Middle East,2012,5496056,132743952,32323,2783993,2712062,-1.54
Shanghai,China,Asia,2008,5036738,64861939,41655,2298834,2737903,-0.17
Rotterdam,Netherlands,Europe,2011,26178003,636515053,22253,10502183,15675819,5.18
Hamburg,Germany,Europe,2005,51671633,564678103,41811,23640387,28031245,-0.33
Singapore,Singapore,Asia,2008,23576286,360646355,45242,13097581,10478704,-2.76
Rotterdam,Netherlands,Europe,2003,12361217,307398375,27794,7315520,5045696,5.35
Shenzhen,China,Asia,2012,13077429,136903671,44581,6118556,6958872,-1.13
Hamburg,Germany,Europe,2015,24995567,467571653,46382,11477916,13517650,-3.53
Shanghai,China,Asia,2002,44270079,969336466,42173,18992062,25278016,-3.31
Shenzhen,China,Asia,2012,29254078,699326180,41833,17057067,12197010,-4.29
Antwerp,Belgium,Europe,2022,30053058,633971329,46797,17251347,12801710,6.07
Dubai,UAE,Middle East,2009,45360872,810763334,46163,25637689,19723182,1.18
Dubai,UAE,Middle East,2022,21881812,283443244,18696,8952770,12929041,-4.34
Los Angeles,USA,North America,2006,27821911,346942674,38721,13499527,14322383,10.12
Shenzhen,China,Asia,2010,33251237,384024031,13677,16636848,16614388,-2.34
Shanghai,China,Asia,2022,26879500,539012439,10284,15853687,11025812,1.52
Busan,South Korea,Asia,2003,5471464,95056229,40591,2822264,2649199,4.75
Shenzhen,China,Asia,2011,24216251,485997197,14159,10103108,14113142,-4.48
Los Angeles,USA,North America,2023,17611424,198366134,39549,7349670,10261753,-4.94
Shanghai,China,Asia,2011,31502000,516355106,18461,13947713,17554286,0.94
Antwerp,Belgium,Europe,2015,27769528,581804529,44843,15534492,12235035,2.52
Los Angeles,USA,North America,2020,31131180,595504646,18995,12650840,18480339,-0.35
Busan,South Korea,Asia,2019,15931847,202684524,45464,8927079,7004767,2.17
Antwerp,Belgium,Europe,2003,24679603,491617257,32747,11718020,12961582,9.54
Dubai,UAE,Middle East,2021,33645469,413891602,48087,18679383,14966085,-0.42
Shenzhen,China,Asia,2003,35160410,427905615,27982,15489559,19670850,-2.12
Los Angeles,USA,North America,2002,9141357,146434032,20114,4366861,4774495,11.16
Shenzhen,China,Asia,2015,31393376,442980733,43318,15086398,16306977,2.44
Rotterdam,Netherlands,Europe,2023,53178097,1098253560,48859,30424943,22753153,11.87
Shanghai,China,Asia,2014,34243253,428086881,46819,15935400,18307852,7.85
Los Angeles,USA,North America,2011,41606840,644690728,41723,17073394,24533445,1.79
Dubai,UAE,Middle East,2011,47082827,812256639,24739,23568189,23514637,-1.83
Los Angeles,USA,North America,2011,8957057,101920901,41575,4222257,4734799,-4.11
Dubai,UAE,Middle East,2013,42353128,946530854,11284,24218682,18134445,10.92
Antwerp,Belgium,Europe,2009,35663292,801218611,32394,17820788,17842503,5.24
Dubai,UAE,Middle East,2015,29857114,590662597,36140,17472142,12384971,0.35
Qingdao,China,Asia,2000,35227222,470095312,45287,16813150,18414071,7.48
Shenzhen,China,Asia,2020,5413725,89793124,30519,3035092,2378632,-0.36
Busan,South Korea,Asia,2006,36061034,382574334,24509,20836576,15224457,8.91
Singapore,Singapore,Asia,2002,19424917,382809562,12453,9337097,10087819,9.63
Los Angeles,USA,North America,2024,34094580,699919736,28556,14612507,19482072,6.19
Busan,South Korea,Asia,2010,44834488,918841862,46481,24984754,19849733,-1.58
Singapore,Singapore,Asia,2002,44280239,505266802,42441,25283227,18997011,11.35
Antwerp,Belgium,Europe,2005,14620342,272055883,44585,7435506,7184835,11.69
Antwerp,Belgium,Europe,2005,35720237,442898420,19737,17269348,18450888,8.55
Antwerp,Belgium,Europe,2017,43448782,960378724,11095,25594486,17854295,-3.69
Singapore,Singapore,Asia,2012,41388661,886251678,20087,20847426,20541234,5.53
Shanghai,China,Asia,2020,28521348,342641213,26468,15685334,12836013,1.5
Antwerp,Belgium,Europe,2013,11882288,273561648,12199,6523931,5358356,2.27
Singapore,Singapore,Asia,2023,7847843,87727691,24027,4002845,3844997,5.37
Busan,South Korea,Asia,2022,24035629,581526096,32716,13584438,10451190,-2.92
Shenzhen,China,Asia,2024,50067794,576622312,39998,24288836,25778957,3.2
Singapore,Singapore,Asia,2016,20498115,502816137,39552,11191369,9306745,6.08
Singapore,Singapore,Asia,2007,54320415,964083607,33831,32119951,22200463,-2.04
Antwerp,Belgium,Europe,2011,22489697,365092579,30952,12177672,10312024,11.56
Antwerp,Belgium,Europe,2019,44631599,619746971,20616,21124902,23506696,3.19
Los Angeles,USA,North America,2011,16085870,175348448,21070,6864693,9221176,-1.46
Busan,South Korea,Asia,2019,8075681,84794277,24428,3320268,4755412,-1.5
Los Angeles,USA,North America,2023,32930346,397940964,38653,18290565,14639780,7.85
Busan,South Korea,Asia,2024,9087850,197843150,37518,4280889,4806960,6.34
Singapore,Singapore,Asia,2001,15572408,315391706,44126,6364755,9207652,-3.4
Singapore,Singapore,Asia,2011,13179484,189279831,30909,7079077,6100406,8.62
Shanghai,China,Asia,2008,16141068,268527521,38474,8899947,7241120,8.26
Rotterdam,Netherlands,Europe,2013,18595610,458023472,33581,8745889,9849720,-0.05
Singapore,Singapore,Asia,2001,51844584,667825885,40238,27408114,24436469,4.21
Dubai,UAE,Middle East,2003,17776743,285684211,29985,7420035,10356707,5.66
Shanghai,China,Asia,2006,38123518,713094516,37177,17540406,20583111,11.96
Shanghai,China,Asia,2012,44348830,651897455,26476,19906015,24442814,3.4
Dubai,UAE,Middle East,2008,44086056,584104753,15489,24611838,19474217,0.66
Hamburg,Germany,Europe,2013,51038375,765041952,21282,26183934,24854440,-0.42
Hamburg,Germany,Europe,2009,54878139,760067295,27680,28703196,26174942,-1.14
Shanghai,China,Asia,2017,20673546,325205147,33700,9961803,10711742,-1.23
Shanghai,China,Asia,2017,50254602,691061130,17768,26071904,24182697,10.63
Hamburg,Germany,Europe,2016,37804836,559039294,46215,17574768,20230067,0.91
Qingdao,China,Asia,2008,11261150,191620261,14178,5369992,5891157,5.35
Shanghai,China,Asia,2024,54181018,1277500298,15916,27785971,26395046,10.17
Los Angeles,USA,North America,2006,7338016,82173303,46782,3516774,3821241,9.01
Hamburg,Germany,Europe,2012,38415456,752837982,41900,18828553,19586902,1.5
Singapore,Singapore,Asia,2012,26958155,503151414,28707,14432806,12525348,-2.56
Singapore,Singapore,Asia,2010,31927200,367934872,48060,17664348,14262851,1.27
Shanghai,China,Asia,2007,50698178,1002917994,16663,23236210,27461967,8.76
Shenzhen,China,Asia,2008,22120377,314756707,12162,9730132,12390244,9.07
Los Angeles,USA,North America,2019,45260091,858280651,18652,20231925,25028165,6.24
Rotterdam,Netherlands,Europe,2011,29248896,467197138,13764,12052040,17196855,10.19
Shanghai,China,Asia,2009,36051209,715940519,14968,16464358,19586850,-3.54
Busan,South Korea,Asia,2012,14100871,256851032,10240,7447976,6652894,9.35
Shenzhen,China,Asia,2005,48833921,1209715244,36728,25556997,23276923,5.17
Antwerp,Belgium,Europe,2013,24360633,462927614,29830,10563112,13797520,10.08
Busan,South Korea,Asia,2012,38188540,550443829,12923,21970714,16217825,9.29
Hamburg,Germany,Europe,2024,19194479,454490846,26711,10433567,8760911,-2.49
Singapore,Singapore,Asia,2018,31117702,660970545,31050,14446943,16670758,4.31
Singapore,Singapore,Asia,2006,47874419,942883890,45195,27573575,20300843,8.12
Singapore,Singapore,Asia,2006,49850740,1055541149,24508,25081980,24768759,5.97
Singapore,Singapore,Asia,2023,8798702,182636841,47722,4703349,4095352,8.43
Hamburg,Germany,Europe,2023,41634054,656168042,38468,23756419,17877634,8.34
Singapore,Singapore,Asia,2024,30965889,517781900,26205,17579086,13386802,-1.69
Qingdao,China,Asia,2005,30034740,491824204,44934,12339891,17694848,-2.41
Shanghai,China,Asia,2014,40220348,809619491,41469,16288832,23931515,10.82
Busan,South Korea,Asia,2021,12844453,149389672,16958,5614009,7230443,-1.97
Shanghai,China,Asia,2007,9015876,131682538,10296,5223406,3792469,5.2
Singapore,Singapore,Asia,2017,17193242,367027725,37703,7062299,10130942,10.13
Hamburg,Germany,Europe,2015,47588928,493666437,27736,26424721,21164206,5.61
Busan,South Korea,Asia,2005,51092837,1007149245,17937,29292756,21800080,-0.55
Rotterdam,Netherlands,Europe,2022,25151887,280996017,48176,10991171,14160715,10.52
Singapore,Singapore,Asia,2004,52161752,574860888,24836,20948922,31212829,8.2
Qingdao,China,Asia,2022,20777033,239089477,21433,10753231,10023801,11.35
Dubai,UAE,Middle East,2007,27325693,560897688,15364,11097310,16228382,9.61
Dubai,UAE,Middle East,2017,31210805,745505272,11111,12992136,18218668,0.77
Rotterdam,Netherlands,Europe,2010,53602821,547182743,20896,26704084,26898736,6.23
Rotterdam,Netherlands,Europe,2015,27823984,561964880,26857,11538154,16285829,2.64
Antwerp,Belgium,Europe,2018,18289764,447937368,22855,7586943,10702820,2.25
Busan,South Korea,Asia,2024,51377867,701852901,49058,21106050,30271816,3.42
Qingdao,China,Asia,2023,13650980,287975058,37355,7444451,6206528,-1.4
Antwerp,Belgium,Europe,2003,8558502,154844511,36646,4219853,4338648,6.64
Antwerp,Belgium,Europe,2020,45507842,818221098,22572,27078278,18429563,-4.28
Shanghai,China,Asia,2015,52166702,606017072,20750,27093157,25073544,-4.04
Dubai,UAE,Middle East,2016,48856332,517547873,42601,20019409,28836922,7.81
Singapore,Singapore,Asia,2009,11943984,167871787,38318,5484861,6459122,-0.81
Rotterdam,Netherlands,Europe,2024,20207236,370033715,17195,9855284,10351951,-1.63
Shenzhen,China,Asia,2011,51452054,784302783,22904,28131692,23320361,2.98
Busan,South Korea,Asia,2014,7969193,139088965,40210,3698228,4270964,4.31
Los Angeles,USA,North America,2010,20805633,346817292,24587,11400309,9405323,6.43
Shenzhen,China,Asia,2005,33872162,771223934,31202,15458454,18413707,10.29
Hamburg,Germany,Europe,2013,28964565,491517217,37030,12835400,16129164,2.6
Qingdao,China,Asia,2005,12133982,150726946,40938,5460106,6673875,0.33
Busan,South Korea,Asia,2019,20527874,459166448,19233,11606133,8921740,9.69
Qingdao,China,Asia,2011,48079405,1084386592,37846,26527521,21551883,2.23
Hamburg,Germany,Europe,2018,53758162,1040713034,44885,23098649,30659512,-0.02
Dubai,UAE,Middle East,2009,42433217,630475284,43022,22906548,19526668,9.33
Shenzhen,China,Asia,2020,30052927,726634240,10961,16994931,13057995,-0.48
Dubai,UAE,Middle East,2023,52173401,966110645,48433,21594939,30578461,4.39
Hamburg,Germany,Europe,2002,18477195,416361709,26272,10444100,8033094,-1.46
Dubai,UAE,Middle East,2007,44031383,1018074703,44526,23358821,20672561,11.83
Rotterdam,Netherlands,Europe,2015,37444130,924859230,11719,18062706,19381423,1.1
Shanghai,China,Asia,2007,29578297,685271023,16282,13639688,15938608,-2.75
Shenzhen,China,Asia,2014,31763275,554268917,33641,18600282,13162992,-3.51
Qingdao,China,Asia,2024,47812987,607487637,47451,23637316,24175670,1.3
Busan,South Korea,Asia,2017,51756082,1127849102,18448,25007886,26748195,-0.11
Hamburg,Germany,Europe,2000,12484027,274995476,32567,5608375,6875651,-1.17
Antwerp,Belgium,Europe,2004,51919758,725452479,34109,21388856,30530901,10.25
Busan,South Korea,Asia,2017,33136871,550990895,32237,16378476,16758394,6.36
Hamburg,Germany,Europe,2006,21312652,375902648,44808,10250812,11061839,2.9
Antwerp,Belgium,Europe,2019,23787803,367219335,49308,10524345,13263457,0
Los Angeles,USA,North America,2024,20139842,306488256,13592,9474909,10664932,-2.86
Shenzhen,China,Asia,2002,11166034,191116652,35217,5479110,5686923,7.9
Busan,South Korea,Asia,2010,45791257,1140666412,35275,25120911,20670345,2.21
Shenzhen,China,Asia,2015,28779683,346146403,34683,11835162,16944520,3.07
Singapore,Singapore,Asia,2012,52747098,852827589,28376,29000762,23746335,-3.09
Los Angeles,USA,North America,2015,50805744,788514603,46088,30046503,20759240,4.76
Qingdao,China,Asia,2016,13232636,183591791,33347,6561681,6670954,-1.65
Qingdao,China,Asia,2002,45436099,640269854,16910,23571396,21864702,-3.67
Dubai,UAE,Middle East,2001,35084571,412445074,24456,15191786,19892784,6.69
Shanghai,China,Asia,2009,33266561,350069593,26178,19622608,13643952,11.4
Qingdao,China,Asia,2002,16789040,380256433,15887,9632653,7156386,-3.29
Singapore,Singapore,Asia,2000,41303925,994383546,29724,16766236,24537688,8.61
Shanghai,China,Asia,2008,33322172,372121014,33475,13405997,19916174,4.66
Busan,South Korea,Asia,2021,38233268,789713942,42122,20234754,17998513,5.48
Shanghai,China,Asia,2022,11291170,123841160,46002,4545389,6745780,-1.91
Los Angeles,USA,North America,2012,7485190,137408224,10468,3924859,3560330,8.84
Rotterdam,Netherlands,Europe,2005,30530079,607575212,25375,12271796,18258282,5.44
Singapore,Singapore,Asia,2009,53821299,802819397,29505,27391772,26429526,0.55
Shanghai,China,Asia,2023,49503426,1150188681,39984,29272655,20230770,-4.74
Busan,South Korea,Asia,2021,8842252,136919988,23112,4829275,4012976,5.58
Antwerp,Belgium,Europe,2006,26423988,401322070,18333,14027197,12396790,7.91
Rotterdam,Netherlands,Europe,2023,31585303,763369810,42627,14928438,16656864,-0.77
Singapore,Singapore,Asia,2005,16101519,286743594,25263,7853636,8247882,2.29
Rotterdam,Netherlands,Europe,2017,34476533,709684241,36981,15105661,19370871,1.28
Dubai,UAE,Middle East,2003,21651772,534880500,25180,9811368,11840403,9.33
Antwerp,Belgium,Europe,2004,46701215,608091365,33214,24292499,22408715,6.01
Antwerp,Belgium,Europe,2005,34548303,732679277,28531,18468090,16080212,-1.85
Dubai,UAE,Middle East,2009,39257391,427153547,39669,19756577,19500813,11.05
Shanghai,China,Asia,2008,34720507,534554471,24335,14357419,20363087,-4.25
Rotterdam,Netherlands,Europe,2004,19644767,202307777,10017,8880294,10764472,5.69
Singapore,Singapore,Asia,2007,44354802,595653341,49208,26313003,18041798,-3.6
Antwerp,Belgium,Europe,2024,25928831,547838659,23637,12940456,12988374,0.7
Singapore,Singapore,Asia,2022,34888187,872120572,48672,18686464,16201722,6.13
Rotterdam,Netherlands,Europe,2007,18262759,299759649,28228,10078295,8184463,8.84
Shenzhen,China,Asia,2018,21742189,383704671,15730,12953623,8788565,4.04
Shenzhen,China,Asia,2023,23288685,380253212,39839,10592761,12695923,2.7
Rotterdam,Netherlands,Europe,2015,26729988,295943855,29653,14494144,12235843,-0.57
Hamburg,Germany,Europe,2010,15291999,298205297,34467,7137085,8154913,6.21
Singapore,Singapore,Asia,2004,6034891,122905140,34195,2474929,3559961,2.22
Singapore,Singapore,Asia,2007,15780191,192604554,30428,8874769,6905421,-4.88
Hamburg,Germany,Europe,2017,9998868,198170704,10918,5163245,4835622,0.41
Singapore,Singapore,Asia,2006,16471661,385155338,35975,8776459,7695201,8.06
Hamburg,Germany,Europe,2010,15690007,341069140,14075,8695748,6994258,-3.6
Shenzhen,China,Asia,2012,45431744,646964053,29156,18302958,27128785,8.67
Rotterdam,Netherlands,Europe,2010,18749278,297239672,27192,7922144,10827133,2.96
Antwerp,Belgium,Europe,2017,25691296,387293565,49379,10902215,14789080,9.1
Busan,South Korea,Asia,2022,43603193,888203461,12890,20440418,23162774,3.41
Dubai,UAE,Middle East,2001,5327605,73030619,21207,2194551,3133053,-4.97
Busan,South Korea,Asia,2022,24800014,500534135,45806,10217717,14582296,8.33
Shanghai,China,Asia,2023,50917146,892308036,15557,28975078,21942067,7.39
Busan,South Korea,Asia,2013,36169107,589438150,20773,17496248,18672858,-0.12
Los Angeles,USA,North America,2009,54277606,680446287,49001,25685159,28592446,7.04
Antwerp,Belgium,Europe,2018,12074096,144781444,41651,4885322,7188773,-0.19
Hamburg,Germany,Europe,2000,34011578,789254521,49661,14805040,19206537,-0.48
Dubai,UAE,Middle East,2000,38469162,729088742,39502,16527246,21941915,9.47
Rotterdam,Netherlands,Europe,2016,39356260,791140367,10648,20107591,19248668,10.95
Shenzhen,China,Asia,2020,29117110,615791313,36592,15393756,13723353,2.35
Qingdao,China,Asia,2010,21975958,451406653,41506,10211313,11764644,2.02
Shanghai,China,Asia,2014,5612852,124534386,12472,3207979,2404872,10.21
Rotterdam,Netherlands,Europe,2018,26233407,570555671,23606,13631166,12602240,-2.87
